date,call,end,actual_ret,actual_change,actual_direction,signed_ret,signed_change,hit,holding_hurdle_inr,net_hold_change_inr,economic_target,economic_hit,signed_net_value_inr
2023-12-29,-1,2024-02-12,-0.0025348556031880663,-100.0,-1.0,0.0025348556031880663,100.0,1.0,1350.0,-1450.0,-1.0,1.0,1450.0
2023-12-30,-1,2024-02-13,-0.010152371464017962,-400.0,-1.0,0.010152371464017962,400.0,1.0,1350.0,-1750.0,-1.0,1.0,1750.0
2024-01-01,-1,2024-02-15,-0.012578782206860073,-500.0,-1.0,0.012578782206860073,500.0,1.0,1350.0,-1850.0,-1.0,1.0,1850.0
2024-01-02,-1,2024-02-16,-0.012610507591929696,-500.0,-1.0,0.012610507591929696,500.0,1.0,1350.0,-1850.0,-1.0,1.0,1850.0
2024-01-03,-1,2024-02-17,-0.0050505157860685915,-200.0,-1.0,0.0050505157860685915,200.0,1.0,1350.0,-1550.0,-1.0,1.0,1550.0
2024-01-04,-1,2024-02-19,-0.012578782206860073,-500.0,-1.0,0.012578782206860073,500.0,1.0,1350.0,-1850.0,-1.0,1.0,1850.0
2024-01-05,-1,2024-02-19,-0.010075651988741587,-400.0,-1.0,0.010075651988741587,400.0,1.0,1350.0,-1750.0,-1.0,1.0,1750.0
2024-01-06,-1,2024-02-20,0.002522069432709939,100.0,1.0,-0.002522069432709939,-100.0,0.0,1350.0,-1250.0,-1.0,1.0,1250.0
2024-01-08,-1,2024-02-22,0.0,0.0,0.0,-0.0,-0.0,0.0,1350.0,-1350.0,-1.0,1.0,1350.0
2024-01-09,-1,2024-02-23,0.0025348556031881157,100.0,1.0,-0.0025348556031881157,-100.0,0.0,1350.0,-1250.0,-1.0,1.0,1250.0
2024-02-02,-1,2024-03-18,-0.023048395436291017,-900.0,-1.0,0.023048395436291017,900.0,1.0,1350.0,-2250.0,-1.0,1.0,2250.0
2024-02-03,-1,2024-03-19,-0.023048395436291017,-900.0,-1.0,0.023048395436291017,900.0,1.0,1350.0,-2250.0,-1.0,1.0,2250.0
2024-09-18,-1,2024-11-04,0.0,0.0,0.0,-0.0,-0.0,0.0,1350.0,-1350.0,-1.0,1.0,1350.0
2024-09-20,-1,2024-11-04,-0.0025284463533586377,-100.0,-1.0,0.0025284463533586377,100.0,1.0,1350.0,-1450.0,-1.0,1.0,1450.0
2024-09-21,-1,2024-11-05,-0.010075651988741587,-400.0,-1.0,0.010075651988741587,400.0,1.0,1350.0,-1750.0,-1.0,1.0,1750.0
