origin_index,origin_date,target_end,actual,predicted,baseline,interval_half_80,alpha,train_n,quality_primary
171,2025-01-28,2025-03-15,-0.023048395436291017,-0.004660627089656991,-0.0050505157860685915,0.012369750393953575,100.0,100,0.0
172,2025-01-29,2025-03-15,-0.023048395436291017,-0.00455035300522719,-0.0050505157860685915,0.01230543907640599,100.0,101,0.0
173,2025-01-30,2025-03-17,-0.023048395436291017,-0.00455035300522719,-0.0050505157860685915,0.01230543907640599,100.0,101,0.0
174,2025-01-31,2025-03-17,-0.023048395436291017,-0.004156207030531146,-0.0050505157860685915,0.012300580299864828,100.0,102,0.0
175,2025-02-01,2025-03-18,-0.023048395436291017,-0.003932341784843209,-0.0050505157860685915,0.012315482657858628,100.0,103,0.0
176,2025-02-03,2025-03-20,-0.015306421282675545,-0.0038441658733426023,-0.0050505157860685915,0.012363849219289224,100.0,104,0.0
177,2025-02-04,2025-03-21,-0.010178204915756153,-0.003473129220777552,-0.0050505157860685915,0.012438619726222741,100.0,106,0.0
178,2025-02-05,2025-03-22,-0.010178204915756153,-0.003784731226444673,-0.0050505157860685915,0.012327371357256334,100.0,107,0.0
179,2025-02-06,2025-03-24,-0.005076153031860661,-0.003928984284365519,-0.0050505157860685915,0.012327371357256334,100.0,107,0.0
180,2025-02-10,2025-03-27,0.01778954156349824,-0.004881153073633458,-0.0038089556456572006,0.012155824710902314,100.0,108,0.0
181,2025-02-12,2025-03-29,0.01778954156349824,-0.0036262501730217078,-0.0050505157860685915,0.011829557831253001,100.0,110,0.0
182,2025-02-13,2025-03-31,0.022814677766171264,-0.0033739861127821927,-0.0050505157860685915,0.011829557831253001,100.0,110,0.0
183,2025-02-14,2025-03-31,0.027956077266589916,-0.001958624272648293,-0.0050505157860685915,0.011757543841490248,100.0,111,0.0
184,2025-02-17,2025-04-03,0.048171543673365756,0.001354706054305866,-0.0050505157860685915,0.011867820758239974,100.0,112,0.0
